	Vineyard	Treatment	Replication	Time	Cluster weight (T0)	Berry weight(T0)	TSS (T0)	TA  (T0)	Firmness  (T0)	Multiplex (FER_RG)  (T0)	Multiplex (Ferrari)  (T0)	Rachis Index  (T0)	Cracking index  (T0)	Shattering(%) (T0)	Acceptance  (T0)	Cluster weight	Berry weight	TSS	TA	Firmness	Multiplex (FER_RG)	Multiplex (Ferrari)	Weightloss (%)	Rachis Index	Bleaching index 	Cracking index	Shatter	Shattering(%)	Decay	Decay (%)	Shriveling 	Acceptance	Vineyard_Number_of_measures	Vineyard_index	Vineyard_Std_index	Vineyard_Incidence	Vineyard_Std_Incidence	new_time	disruption_length	disruption_temperature	treatment	mapped_period	Temperature_dday	kPa
530	B	14	1	II	635.8	10.265	20.7	0.477	3.7118675999999997	5.11	0.5887	0.3	1	0.0	4.5	626.56	9.4	20.6	0.4	1.8712806	3.5	0.7271	1.474719101123597	0.9	3	4	0	0.0	0	0.0	1	1	4	1.09	0.08	8	5.656854249492381	2	3	15	14	2	314.1135416666669	0.1010972456481369
531	B	14	2	II	673.09	7.845	21.0	0.433	1.7941742	5.426	0.4471	0.0	1	0.0	5.0	660.36	8.245	21.0	0.332	2.1674807	4.006	0.6662	1.927736386213583	1.0	2	2	9	1.3628929674722878	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	2	3	15	14	2	314.1135416666669	0.1010972456481369
532	B	14	3	II	574.71	11.635	21.2	0.39	3.9619145999999996	5.287	0.6752	0.0	1	0.0	5.0	561.67	10.415	19.6	0.299	2.1658	4.585	0.9116	2.3216479427421937	1.0	1	2	1	0.17804048640660888	6	11.125749995548988	1	1	4	1.09	0.08	8	5.656854249492381	2	3	15	14	2	314.1135416666669	0.1010972456481369
533	B	14	4	II	586.6	5.78	21.9	0.46	2.0270614	2.535	0.1353	0.0	1	0.0	5.0	569.65	6.965	20.8	0.405	2.1154476	3.737	0.5223	2.975511278855446	1.0	2	1	1	0.17554638813306417	5	6.113402966733959	1	1	4	1.09	0.08	8	5.656854249492381	2	3	15	14	2	314.1135416666669	0.1010972456481369
534	B	14	5	II	676.58	11.515	21.0	0.507	2.0019734	3.673	0.1724	0.3	1	0.0	4.5	652.29	12.02	20.6	0.435	3.6148181999999998	4.332	0.4618	3.7238038295850124	1.0	3	3	0	0.0	1	1.8427386591853316	1	1	4	1.09	0.08	8	5.656854249492381	2	3	15	14	2	314.1135416666669	0.1010972456481369
535	B	14	6	II	602.95	8.36	21.7	0.526	2.9995742	3.238	0.3082	0.0	1	0.0	5.0	586.34	8.215	21.6	0.504	2.1223419	4.108	0.6256	2.8328273697854507	1.0	4	1	4	0.6821980420916192	0	0.0	1	1	4	1.09	0.08	8	5.656854249492381	2	3	15	14	2	314.1135416666669	0.1010972456481369
536	B	14	7	II	528.19	8.72	21.4	0.441	2.832347	3.987	0.2549	0.1	1	0.0	5.0	517.55	9.115	20.7	0.363	1.7591588	3.603	0.565	2.055840015457463	1.0	2	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	2	3	15	14	2	314.1135416666669	0.1010972456481369
537	B	14	8	II	650.34	9.76	21.4	0.382	4.5853122	4.814	0.6271	0.1	1	0.0	5.0	646.32	6.535	21.4	0.313	1.7999512999999998	3.556	0.5223	0.6219829186780513	1.0	1	3	6	0.928332714444857	2	2.0222180962990466	1	1	4	1.09	0.08	8	5.656854249492381	2	3	15	14	2	314.1135416666669	0.1010972456481369
538	B	14	9	II	700.24	11.36	20.9	0.489	3.6165038	2.667	0.2067	0.1	1	0.14280818005255339	5.0	690.61	10.005	21.0	0.414	2.0244693	3.971	0.7749	1.394419426304281	1.0	4	4	0	0.0	4	5.794876992803465	1	1	4	1.09	0.08	8	5.656854249492381	2	3	15	14	2	314.1135416666669	0.1010972456481369
539	B	14	10	II	645.52	6.49	21.1	0.419	2.9487513999999995	4.588	0.6037	0.2	1	0.0	4.5	638.71	9.675	20.0	0.336	2.0504148	3.132	0.395	1.0662115827214143	1.0	2	2	1	0.15656557749213257	2	3.0295439244727653	1	1	4	1.09	0.08	8	5.656854249492381	2	3	15	14	2	314.1135416666669	0.1010972456481369
540	A	1	1	III	562.43	6.67	19.8	0.342	1.555211	2.959	0.8266	0.0	1	0.17779990398805184	5.0	547.86	6.545	19.5	0.438	1.0695132	3.878	0.7384	2.659438542693377	0.8	2	3	0	0.0	13	15.53042748147337	2	2	4	1.57	0.06	47	6.831300510639732	3	12	0	1	3	30.822916666666668	0.0818364419684176
541	A	1	2	III	664.28	7.205	19.0	0.385	4.1977614	4.689	0.5261	0.1	2	0.0	5.0	645.15	7.805	19.9	0.339	2.7373262	3.647	0.3076	2.965201891033092	0.9	2	1	2	0.31000542509493917	2	2.4195923428660002	2	2	4	1.57	0.06	47	6.831300510639732	3	12	0	1	3	30.822916666666668	0.0818364419684176
542	A	1	3	III	592.0	6.725	18.2	0.345	1.2279204	5.224	0.7896	0.2	1	0.0	4.5	571.08	7.3	18.9	0.417	1.1127998	4.773	0.7565	3.6632345730895772	0.9	2	1	1	0.1751068151572459	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	3	12	0	1	3	30.822916666666668	0.0818364419684176
543	A	1	4	III	564.96	7.735	19.2	0.309	4.976538	3.745	0.4141	0.1	1	0.0	5.0	550.9	11.165	19.3	0.324	2.6583186	4.373	0.4655	2.5521873298239353	0.9	2	2	0	0.0	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	3	12	0	1	3	30.822916666666668	0.0818364419684176
544	A	1	5	III	654.91	9.485	16.8	0.368	1.4945882	3.722	0.4644	0.0	1	0.0	5.0	642.27	9.305	16.7	0.345	0.989016	2.94	0.4096	1.9680196801968	0.6	2	1	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	3	12	0	1	3	30.822916666666668	0.0818364419684176
545	A	1	6	III	508.97	7.825	17.5	0.372	3.0290329999999996	3.722	0.4644	0.2	1	0.0	4.5	493.43	8.7	16.3	0.357	1.5144724	3.499	0.6323	3.1493828911902435	1.0	2	2	3	0.6079889751332509	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	3	12	0	1	3	30.822916666666668	0.0818364419684176
546	A	1	7	III	541.5	9.53	17.2	0.327	1.3952064	5.558	0.46	0.1	1	0.18467220683287164	5.0	530.78	8.58	17.2	0.339	2.2922396	3.288	0.52	2.0196691661328665	0.8	1	2	1	0.18840197445269227	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	3	12	0	1	3	30.822916666666668	0.0818364419684176
547	A	1	8	III	570.95	11.11	18.6	0.372	3.4959245999999995	3.125	0.3865	0.2	1	0.0	4.5	557.96	10.115	18.1	0.324	2.3608396	2.853	0.4191	2.328123879848019	0.9	2	3	1	0.17922431715535161	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	3	12	0	1	3	30.822916666666668	0.0818364419684176
548	A	1	9	III	677.17	7.605	18.2	0.519	1.3123082	2.529	0.3377	0.1	1	0.14767340549640415	5.0	663.28	8.735	17.2	0.402	1.378419	2.449	0.4144	2.0941382221686147	0.7	2	3	3	0.4522976721746472	0	0.0	2	3	4	1.57	0.06	47	6.831300510639732	3	12	0	1	3	30.822916666666668	0.0818364419684176
549	A	1	10	III	491.57	6.5	18.0	0.394	3.0650283999999997	2.684	0.3108	0.1	1	0.0	5.0	480.66	5.53	18.8	0.34	2.1387226	2.697	0.3277	2.269795697582484	0.8	2	2	5	1.0402363416968334	3	3.451504181750094	1	2	4	1.57	0.06	47	6.831300510639732	3	12	0	1	3	30.822916666666668	0.0818364419684176
550	B	1	1	III	533.75	9.515	22.1	0.397	2.5011266	3.235	0.3187	0.0	1	0.0	5.0	525.3	10.425	21.1	0.447	2.1947394	3.878	0.4332	1.5831381733021164	1.0	1	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	1	3	30.822916666666668	0.0818364419684176
551	B	1	2	III	603.94	7.62	21.7	0.378	4.1127758	3.611	0.3323	0.0	1	0.0	5.0	595.49	8.92	20.9	0.3501	2.2271872	3.647	0.3847	1.3991456104911157	1.0	2	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	1	3	30.822916666666668	0.0818364419684176
552	B	1	3	III	583.38	6.74	21.2	0.447	3.3369783999999996	4.115	0.3225	0.1	1	0.0	5.0	573.84	8.765	20.8	0.394	1.5562204	4.773	0.3852	1.6352977476087567	1.0	1	1	2	0.3485292067475254	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	1	3	30.822916666666668	0.0818364419684176
553	B	1	4	III	567.61	11.58	21.4	0.361	3.2781196	3.984	0.2683	0.1	1	0.0	5.0	570.23	12.32	20.2	0.391	3.2168402	4.373	0.4292	1.8287204242349493	0.9	2	2	1	0.1753678340318819	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	1	3	30.822916666666668	0.0818364419684176
554	B	1	5	III	529.85	8.56	21.8	0.357	4.9122107999999995	2.983	0.2098	0.1	1	0.0	5.0	537.67	11.43	19.7	0.394	2.8219589999999997	2.94	0.5312	0.9776351797678708	0.9	2	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	1	3	30.822916666666668	0.0818364419684176
555	B	1	6	III	544.56	6.71	21.2	0.384	4.2981134	4.716	0.588	0.1	1	0.0	5.0	551.52	9.155	21.5	0.404	2.3603496	3.499	0.5407	1.1091523431761356	0.9	1	1	2	0.3626341746446185	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	1	3	30.822916666666668	0.0818364419684176
556	B	1	7	III	482.37	11.775	21.1	0.4	4.9702562	5.605	0.3493	0.1	1	0.0	5.0	490.14	11.755	19.8	0.435	4.5206615999999995	3.288	0.5344	1.0842299479652586	0.9	1	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	1	3	30.822916666666668	0.0818364419684176
557	B	1	8	III	559.9	9.7	19.2	0.37	2.124444	3.817	0.565	0.1	1	0.0	5.0	564.91	11.675	18.1	0.433	3.0657731999999998	2.853	0.5452	1.4270405429541007	0.9	2	2	1	0.17701934821475987	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	1	3	30.822916666666668	0.0818364419684176
558	B	1	9	III	578.55	10.6	20.0	0.321	5.166021	4.027	0.39	0.1	2	0.0	5.0	577.4	12.06	19.1	0.352	3.834152	2.449	0.3319	2.4457695964048014	0.9	3	3	0	0.0	1	2.0886733633529615	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	1	3	30.822916666666668	0.0818364419684176
559	B	1	10	III	495.87	6.865	21.4	0.432	4.6191026	3.866	0.397	0.0	1	0.0	5.0	502.04	7.835	20.3	0.468	1.3405909999999999	2.697	0.3623	1.3773771351362218	0.8	1	1	0	0.0	1	1.5606326189148276	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	1	3	30.822916666666668	0.0818364419684176
560	A	2	1	III	646.19	10.18	18.5	0.372	5.039620599999999	3.019	0.2949	0.1	1	0.0	5.0	626.81	9.065	19.8	0.393	1.0230122	3.733	0.4109	3.0918460139436372	0.9	2	2	2	0.31907595603133326	1	1.4462117707120181	2	2	4	1.57	0.06	47	6.831300510639732	3	12	0	2	3	26.01979166666666	0.08273703005104335
561	A	2	2	III	489.75	10.23	17.0	0.3	3.8977834	6.093	0.4884	0.1	1	0.0	5.0	478.52	10.875	17.4	0.445	2.0763162	3.291	0.5087	2.3468193596923888	0.8	1	2	0	0.0	2	4.545264565744379	1	2	4	1.57	0.06	47	6.831300510639732	3	12	0	2	3	26.01979166666666	0.08273703005104335
562	A	2	3	III	668.05	6.705	18.9	0.319	2.5809083999999998	2.403	0.2289	0.1	1	0.0	5.0	649.47	7.265	17.8	0.385	1.7116974	3.352	0.3904	2.8607941860285964	0.9	2	2	0	0.0	1	1.118604400511186	1	2	4	1.57	0.06	47	6.831300510639732	3	12	0	2	3	26.01979166666666	0.08273703005104335
563	A	2	4	III	600.32	8.75	17.6	0.3	3.5262458000000003	2.399	0.2537	0.1	1	0.0	5.0	587.19	7.16	17.6	0.382	0.7104706	3.328	0.4466	2.2360735026141443	1.0	3	3	0	0.0	1	1.2193668148299528	2	2	4	1.57	0.06	47	6.831300510639732	3	12	0	2	3	26.01979166666666	0.08273703005104335
564	A	2	5	III	594.25	7.035	17.9	0.301	2.7516439999999998	6.163	0.5327	0.1	2	0.0	5.0	579.12	6.25	17.5	0.404	1.9275816000000001	4.795	0.6549	2.6125846111341335	0.9	1	1	1	0.1726757839480591	2	2.1584472993507386	1	2	4	1.57	0.06	47	6.831300510639732	3	12	0	2	3	26.01979166666666	0.08273703005104335
565	A	2	6	III	630.06	8.505	17.5	0.3	3.5639071999999996	2.731	0.2243	0.1	2	0.0	5.0	608.85	6.34	17.2	0.42	1.5278592	2.819	0.4137	3.483616654348349	1.0	2	2	1	0.16424406668309105	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	3	12	0	2	3	26.01979166666666	0.08273703005104335
566	A	2	7	III	472.83	12.365	16.8	0.358	2.4851134	3.962	0.2305	0.1	2	0.0	5.0	462.76	10.215	18.4	0.315	3.0229079999999997	4.475	0.4352	2.1760739908375815	0.8	2	3	1	0.2160947359322327	4	8.829630910191028	1	2	4	1.57	0.06	47	6.831300510639732	3	12	0	2	3	26.01979166666666	0.08273703005104335
567	A	2	8	III	539.62	8.045	18.1	0.305	2.2060975999999997	5.018	0.4924	0.1	1	0.0	5.0	522.44	8.61	17.8	0.409	1.2164838	4.782	0.6373	3.288415894648179	0.8	2	2	2	0.3828190797029324	1	1.648036138121124	1	2	4	1.57	0.06	47	6.831300510639732	3	12	0	2	3	26.01979166666666	0.08273703005104335
568	A	2	9	III	489.17	10.285	18.1	0.3	5.0128176	5.084	0.5598	0.2	1	0.0	4.5	470.91	8.965	18.8	0.364	1.8163124	4.311	0.6518	3.877598691894415	0.9	2	2	1	0.21235480240385635	9	17.133847231955148	2	2	4	1.57	0.06	47	6.831300510639732	3	12	0	2	3	26.01979166666666	0.08273703005104335
569	A	2	10	III	585.77	7.895	17.0	0.306	1.4770952	2.346	0.2682	0.1	1	0.0	5.0	565.09	6.53	18.7	0.419	1.5927841999999999	2.83	0.4751	3.659594046965961	0.9	2	1	0	0.0	4	4.6222725583535365	2	2	4	1.57	0.06	47	6.831300510639732	3	12	0	2	3	26.01979166666666	0.08273703005104335
570	B	2	1	III	636.47	8.37	23.3	0.419	4.0659318	5.047	0.5553	0.1	1	0.0	5.0	635.88	9.315	21.8	0.352	1.5949696	3.733	0.3623	2.1352145427121516	1.0	2	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	2	3	26.01979166666666	0.08273703005104335
571	B	2	2	III	616.81	9.99	20.4	0.337	4.2884898	3.975	0.416	0.0	1	0.0	5.0	612.02	12.315	19.9	0.356	2.0271006	3.291	0.3623	2.8841944845252128	1.0	2	2	1	0.1633933531583935	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	2	3	26.01979166666666	0.08273703005104335
572	B	2	3	III	650.7	10.74	21.8	0.436	3.6742944	3.824	0.3135	0.1	1	0.0	5.0	647.35	11.295	21.2	0.448	2.4112312	3.352	0.4292	2.512678653757495	1.0	2	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	2	3	26.01979166666666	0.08273703005104335
573	B	2	4	III	669.6	10.81	20.0	0.415	4.8031956	4.058	0.3728	0.0	1	0.0	5.0	667.22	11.425	19.7	0.462	3.0891756	3.328	0.5407	2.296893667861409	1.0	1	1	1	0.14987560324930307	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	2	3	26.01979166666666	0.08273703005104335
574	B	2	5	III	565.93	6.745	21.4	0.4	2.0752872	3.05	0.2827	0.0	1	0.1767002986235047	5.0	566.48	7.805	21.8	0.429	2.1346947999999997	4.795	0.352	2.1999187178626216	1.0	2	1	3	0.5295862166360683	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	2	3	26.01979166666666	0.08273703005104335
575	B	2	6	III	464.78	10.53	21.8	0.385	4.6937002	3.866	0.6976	0.0	2	0.0	5.0	465.97	10.37	22.7	0.396	2.426872	2.819	0.2811	2.5409871336976515	0.9	2	2	2	0.42921218104169795	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	2	3	26.01979166666666	0.08273703005104335
576	B	2	7	III	669.63	7.98	21.2	0.339	3.9631199999999995	3.095	0.1224	0.1	1	0.0	5.0	664.09	11.24	20.8	0.411	2.7073479999999996	4.475	0.5407	2.7686931589086456	0.9	2	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	2	3	26.01979166666666	0.08273703005104335
577	B	2	8	III	544.35	8.23	20.2	0.348	3.5544306	3.348	0.3414	0.1	1	0.0	5.0	538.28	9.59	20.8	0.45	2.538102	4.782	0.2322	3.5032607697253693	1.0	2	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	2	3	26.01979166666666	0.08273703005104335
578	B	2	9	III	502.64	7.94	21.4	0.433	3.4868204	3.962	0.4393	0.0	1	0.0	5.0	504.17	8.57	21.4	0.438	2.1073136	4.311	0.1489	2.2819512971510365	1.0	1	1	0	0.0	1	1.6998234722415055	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	2	3	26.01979166666666	0.08273703005104335
579	B	2	10	III	573.12	10.055	20.9	0.414	2.962148	3.806	0.4863	0.0	1	0.0	5.0	577.66	9.965	20.9	0.43	2.2671418	2.83	0.4377	1.476130653266338	0.9	2	2	3	0.5193366340061628	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	12	0	2	3	26.01979166666666	0.08273703005104335
580	A	3	1	III	518.68	8.98	16.5	0.327	4.1939198	2.25	0.2289	0.1	1	0.19279710033161104	5.0	504.64	9.785	17.5	0.441	2.5467063999999997	3.813	0.671	2.782181357006968	0.7	2	2	1	0.19816106531388716	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
581	A	3	2	III	508.73	8.625	17.0	0.344	1.2644743999999999	4.091	0.6023	0.0	1	0.0	5.0	498.27	7.73	17.2	0.327	0.3895206	3.247	0.5187	2.099263451542344	0.7	2	1	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
582	A	3	3	III	490.73	11.88	17.3	0.301	3.2409384	6.803	0.6877	0.1	1	0.0	5.0	479.54	8.515	18.7	0.333	1.6265158	4.196	0.6489	2.3334862576635937	0.8	2	2	1	0.20853317762856072	3	5.3269800225215835	1	2	4	1.57	0.06	47	6.831300510639732	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
583	A	3	4	III	489.78	7.16	17.9	0.306	2.3077432	1.887	0.2461	0.1	1	0.0	5.0	481.78	9.195	17.2	0.391	1.715245	2.567	0.4007	1.6605089459919466	0.7	2	1	0	0.0	2	3.8170949395989875	2	3	4	1.57	0.06	47	6.831300510639732	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
584	A	3	5	III	689.97	11.215	16.5	0.332	3.0989560000000003	3.482	0.4961	0.1	1	0.0	5.0	680.9	9.03	16.4	0.289	2.6178446	4.69	0.7629	1.332060508150984	0.8	2	2	0	0.0	3	3.9785577911587606	1	2	4	1.57	0.06	47	6.831300510639732	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
585	A	3	6	III	542.87	7.815	16.7	0.294	2.8009282	2.677	0.3642	0.1	1	0.0	5.0	531.06	6.74	15.3	0.31	2.6322114	3.212	0.4518	2.223854178435593	0.8	2	2	0	0.0	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
586	A	3	7	III	674.78	7.305	18.2	0.3	1.7359229999999999	4.15	1.094	0.1	1	0.14819644921307684	5.0	662.08	6.89	18.0	0.325	1.8552576	3.811	0.8914	1.9181971967133777	0.8	3	2	3	0.4531174480425326	2	2.0813194780086994	2	2	4	1.57	0.06	47	6.831300510639732	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
587	A	3	8	III	617.61	7.81	18.3	0.276	2.541091	2.531	0.1237	0.2	1	0.0	4.5	607.24	6.895	18.5	0.339	2.8872564	4.384	0.4426	1.707726763717806	0.8	2	2	4	0.6587181345102431	4	4.541861537448125	1	3	4	1.57	0.06	47	6.831300510639732	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
588	A	3	9	III	686.08	8.64	18.1	0.305	2.5747441999999996	2.96	0.2964	0.1	1	0.0	5.0	677.69	9.16	18.2	0.309	2.7699112	3.801	0.5844	1.238029187386561	0.7	3	3	0	0.0	3	4.0549513789490765	1	2	4	1.57	0.06	47	6.831300510639732	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
589	A	3	10	III	649.9	9.135	15.3	0.37	1.3916	2.588	0.3614	0.2	2	0.0	4.5	640.96	8.71	16.4	0.345	1.5148154	2.439	0.2336	1.3947828257613486	0.9	2	2	0	0.0	4	5.435596605092361	1	2	4	1.57	0.06	47	6.831300510639732	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
590	B	3	1	III	613.2	8.18	19.4	0.441	2.4250688	3.915	0.3278	0.0	1	0.16307893020221786	5.0	612.27	9.72	20.3	0.447	2.5599069999999995	3.813	0.5858	2.2716894977169053	1.0	1	1	3	0.4899799108236563	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
591	B	3	2	III	451.59	11.545	18.8	0.421	5.2053876	4.484	0.448	0.0	1	0.0	5.0	457.83	14.16	18.9	0.387	3.9625025999999997	3.247	0.6527	1.4969330587479774	0.9	2	2	1	0.21842168490487737	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
592	B	3	3	III	585.61	9.635	19.8	0.421	3.182158	3.982	0.4085	0.0	1	0.0	5.0	588.18	12.065	20.0	0.459	2.9949094	4.196	0.449	1.7810488208876323	0.8	1	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
593	B	3	4	III	596.17	10.48	18.3	0.444	4.2188608	3.021	0.2187	0.1	2	0.3354747806833622	5.0	600.87	11.185	19.5	0.521	2.9842763999999997	2.567	0.409	1.3922203398359452	0.9	4	4	2	0.3328506998185964	0	0.0	1	1	4	1.09	0.08	8	5.656854249492381	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
594	B	3	5	III	677.92	9.64	18.6	0.433	3.2409384	3.911	0.2455	0.0	1	0.0	5.0	681.14	10.02	19.2	0.489	2.3842616	4.69	0.3718	1.4426481000708007	0.8	2	2	0	0.0	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
595	B	3	6	III	600.21	0.0	18.9	0.375	3.5975114	3.619	0.2929	0.1	1	0.0	5.0	602.87	8.59	19.9	0.419	4.4639392	3.212	0.3811	1.7227303777011431	1.0	4	3	9	1.4928591570321958	3	4.274553386302187	1	1	4	1.09	0.08	8	5.656854249492381	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
596	B	3	7	III	451.38	10.095	19.8	0.384	3.7661596	3.838	0.3048	0.0	1	0.0	5.0	451.92	11.13	19.2	0.48	2.7343176	3.811	0.4266	2.7604235898799194	0.8	2	1	1	0.22127810231899453	1	2.462825278810409	1	2	4	1.09	0.08	8	5.656854249492381	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
597	B	3	8	III	634.55	8.09	19.2	0.433	3.9700976	4.727	0.5617	0.1	1	0.15759199432668822	5.0	629.87	9.18	20.2	0.432	2.8898142	4.384	0.7145	2.7862264596958397	1.0	2	1	2	0.3175258386651214	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
598	B	3	9	III	621.43	8.63	20.0	0.453	3.6675912	3.066	0.4793	0.0	1	0.0	5.0	621.88	10.37	20.8	0.51	2.7053586000000003	3.801	0.4618	2.019535587274505	0.9	2	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
599	B	3	10	III	558.49	8.455	20.0	0.465	4.3274056	4.152	0.4359	0.0	1	0.5371627065838243	5.0	555.99	9.93	19.9	0.424	3.0493288	2.439	0.2635	2.7753406506830918	1.0	2	2	6	1.0791560999298548	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	3	1	2.5	3	3	22.944791666666674	0.0818364419684176
600	A	4	1	III	676.09	5.98	18.6	0.337	3.6825851999999997	2.952	0.3288	0.1	1	0.0	5.0	668.32	8.005	16.4	0.373	3.8804961999999996	3.875	0.5077	1.1626167105578138	0.8	3	3	2	0.29925784055542254	3	3.5933385204692367	1	2	4	1.57	0.06	47	6.831300510639732	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
601	A	4	2	III	658.12	9.29	17.8	0.321	2.6432168	2.418	0.2726	0.1	1	0.15194797301404	5.0	650.02	9.91	17.6	0.333	1.8386662	3.782	0.4334	1.2461155041383378	0.7	2	2	1	0.1538414202639919	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
602	A	4	3	III	661.77	11.285	17.1	0.313	3.4018347999999996	2.691	0.2653	0.1	1	0.0	5.0	646.93	10.145	16.6	0.436	0.9375954	2.692	0.1817	2.29391124232916	1.0	3	3	1	0.15457622926746326	6	9.409055075510487	2	1	4	1.57	0.06	47	6.831300510639732	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
603	A	4	4	III	681.82	12.575	17.8	0.292	3.7068402000000003	5.472	0.3995	0.1	1	0.0	5.0	674.97	11.33	16.1	0.289	2.732338	4.569	0.5354	1.0148599197001382	0.7	3	3	0	0.0	5	8.392965613286515	1	2	4	1.57	0.06	47	6.831300510639732	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
604	A	4	5	III	599.28	10.5	17.7	0.312	3.571659	4.269	0.4949	0.1	2	0.0	5.0	592.95	12.64	17.1	0.309	3.8510079999999998	4.751	0.5485	1.0675436377434737	0.8	2	2	0	0.0	4	8.52685723922759	2	2	4	1.57	0.06	47	6.831300510639732	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
605	A	4	6	III	527.31	7.255	18.0	0.349	2.9794645999999996	2.278	0.2013	0.1	1	0.0	5.0	517.42	7.93	16.3	0.369	0.6993378	3.834	0.4713	1.9114065942561143	0.9	3	3	0	0.0	1	1.5326040740597582	1	2	4	1.57	0.06	47	6.831300510639732	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
606	A	4	7	III	606.02	8.99	17.1	0.318	3.0072672	4.903	0.3738	0.1	1	0.16501105574073463	5.0	593.99	8.465	16.8	0.408	1.1953158	3.402	0.3943	2.025286620986881	0.9	3	3	2	0.3367060051516019	1	1.425108166804155	2	2	4	1.57	0.06	47	6.831300510639732	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
607	A	4	8	III	524.19	6.97	17.4	0.366	3.3285994	1.98	0.1856	0.1	1	0.0	5.0	516.12	6.44	17.3	0.351	1.6937437999999998	3.355	0.4893	1.5635898628226093	0.9	2	2	1	0.19375339068433697	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	3	2	2.5	4	3	41.09791666666668	0.0818364419684176
